,movie_rated,run_length,genres,release_date,rating
1060,Approved,2h 16min,Adventure; Mystery; Thriller; ,26 September 1959 (Japan),8.3
1061,R,2h 10min,Drama; Mystery; Thriller; ,20 June 1974 (USA),8.2
1062,PG-13,1h 43min,Drama; Horror; Mystery; ,11 March 2016 (USA),7.2
1063,R,1h 51min,Horror; Mystery; ,20 December 1996 (USA),7.2
1064,PG-13,1h 43min,Horror; Mystery; Thriller; ,1 April 2011 (USA),6.8
1065,R,1h 58min,Drama; Mystery; Thriller; ,24 May 2002 (USA),7.2
1066,PG-13,2h 18min,Action; Mystery; Thriller; ,15 May 2009 (USA),6.7
1067,PG-13,1h 44min,Fantasy; Horror; Mystery; ,22 June 2007 (USA),6.8
1068,PG,2h 30min,Drama; Mystery; Sci-Fi; ,11 July 1997 (USA),7.4
1069,PG-13,1h 46min,Action; Mystery; Thriller; ,28 February 2014 (USA),6.9
1070,R,1h 54min,Crime; Drama; Mystery; ,19 October 2007 (USA),7.6
1071,PG-13,1h 53min,Action; Mystery; Thriller; ,18 February 2011 (USA),6.8
1072,R,2h 16min,Fantasy; Mystery; Romance; ,14 December 2001 (USA),6.9
1073,R,2h 3min,Drama; Mystery; Romance; ,11 January 2008 (USA),7.8
1074,PG-13,1h 48min,Drama; Mystery; Thriller; ,30 July 2004 (USA),6.5
1075,R,1h 33min,Horror; Mystery; ,28 October 2005 (USA),6.6
1076,R,1h 21min,Horror; Mystery; ,30 July 1999 (USA),6.5
1077,PG-13,1h 37min,Drama; Mystery; Romance; ,22 November 2006 (USA),7.2
1078,R,1h 30min,Mystery; Thriller; ,25 April 2003 (USA),7.3
1079,PG-13,2h 1min,Action; Drama; Mystery; ,20 March 2009 (USA),6.2
1080,R,1h 26min,Horror; Mystery; Thriller; ,16 October 2009 (USA),6.3
1081,PG-13,1h 45min,Crime; Drama; Mystery; ,13 April 2007 (USA),6.8
1082,R,2h 14min,Horror; Mystery; Thriller; ,10 June 2016 (USA),7.3
1083,R,2h 7min,Drama; Horror; Mystery; ,8 June 2018 (USA),7.3
1084,PG,2h 4min,Action; Adventure; Mystery; ,21 December 2007 (USA),6.5
1085,R,1h 50min,Horror; Mystery; Thriller; ,12 October 2012 (USA),6.8
1086,R,2h 32min,Crime; Drama; Mystery; ,30 April 2010 (USA),7.8
1087,R,1h 30min,Drama; Mystery; Sci-Fi; ,11 July 1998 (Netherlands),7.2
1088,R,1h 56min,Horror; Mystery; Thriller; ,22 March 2019 (USA),6.9
1089,R,1h 40min,Horror; Mystery; Thriller; ,13 March 2015 (USA),6.8
1090,PG-13,1h 54min,Crime; Drama; Mystery; ,10 November 2017 (USA),6.5
1091,R,1h 47min,Crime; Drama; Mystery; ,18 August 2017 (USA),7.7
1092,R,1h 31min,Drama; Mystery; Sci-Fi; ,13 June 2008 (USA),5.0
1093,R,1h 38min,Crime; Mystery; Thriller; ,23 February 2007 (USA),6.4
1094,R,2h 9min,Drama; Mystery; Romance; ,21 May 2010 (USA),8.2
1095,R,2h 3min,Horror; Mystery; Thriller; ,24 July 2009 (USA),6.9
1096,R,1h 32min,Drama; Horror; Mystery; ,19 February 2016 (USA),6.9
1097,R,1h 40min,Mystery; Sci-Fi; Thriller; ,27 February 1998 (USA),7.6
1098,R,2h 2min,Drama; Mystery; Thriller; ,6 January 2012 (USA),7.1
1099,R,2h 1min,Drama; Horror; Mystery; ,15 September 2017 (USA),6.6
1100,PG-13,2h 22min,Romance; ,6 July 1994 (USA),8.8
1101,PG-13,3h 14min,Romance; ,19 December 1997 (USA),7.8
1102,R,1h 48min,Romance; ,19 March 2004 (USA),8.3
1103,R,2h 6min,Romance; ,9 January 1998 (USA),8.3
1104,R,2h,Romance; ,25 December 2008 (USA),8.0
1105,R,2h 2min,Comedy; Romance; ,8 February 2002 (USA),8.3
1106,R,2h 2min,Comedy; Romance; ,25 December 2012 (USA),7.7
1107,PG-13,1h 56min,Comedy; Romance; ,12 February 1999 (USA),8.6
1108,PG-13,2h 46min,Romance; ,25 December 2008 (USA),7.8
1109,PG,1h 41min,Comedy; Romance; ,12 February 1993 (USA),8.0
1110,R,2h 6min,Romance; ,10 January 2014 (USA),8.0
1111,PG-13,2h 23min,Romance; ,22 December 2000 (USA),7.8
1112,PG,1h 42min,Romance; ,23 January 1943 (USA),8.5
1113,PG-13,2h 3min,Romance; ,25 June 2004 (USA),7.8
1114,PG-13,2h 23min,Romance; ,10 May 2013 (USA),7.2
1115,PG-13,1h 35min,Comedy; Romance; ,7 August 2009 (USA),7.7
1116,PG-13,1h 58min,Comedy; Romance; ,29 July 2011 (USA),7.4
1117,PG-13,1h 43min,Romance; ,12 October 2012 (USA),8.0
1118,PG-13,1h 45min,Romance; ,14 December 1990 (USA),7.9
1119,R,2h 15min,Comedy; Romance; ,14 November 2003 (USA),7.6
1120,PG-13,2h 2min,Romance; ,21 November 2008 (USA),5.2
1121,PG-13,2h 8min,Comedy; Romance; ,18 June 2004 (USA),7.4
1122,PG-13,2h 3min,Romance; ,26 November 2014 (USA),7.7
1123,R,1h 56min,Comedy; Romance; ,19 August 2005 (USA),7.1
1124,PG-13,1h 34min,Comedy; Romance; ,10 June 2011 (USA),7.7
1125,PG,2h 8min,Romance; ,22 May 1958 (UK),8.3
1126,PG-13,1h 32min,Comedy; Romance; ,17 September 2010 (USA),7.0
1127,R,2h 9min,Comedy; Romance; ,1 June 2007 (USA),6.9
1128,PG-13,1h 56min,Romance; ,21 December 2016 (USA),7.0
1129,PG-13,2h 6min,Romance; ,6 June 2014 (USA),7.7
1130,R,1h 49min,Comedy; Romance; ,22 July 2011 (USA),6.5
1131,PG-13,1h 44min,Comedy; Romance; ,19 December 2008 (USA),6.8
1132,R,1h 59min,Comedy; Romance; ,15 July 2005 (USA),6.9
1133,PG-13,1h 39min,Comedy; Romance; ,13 February 2004 (USA),6.8
1134,R,2h 14min,Romance; ,13 January 2006 (USA),7.7
1135,R,2h 16min,Romance; ,5 October 2018 (USA),7.7
1136,R,1h 49min,Comedy; Romance; ,23 December 2009 (USA),7.4
1137,R,1h 40min,Comedy; Romance; ,30 September 2011 (USA),7.6
1138,PG-13,1h 34min,Comedy; Romance; ,29 June 2012 (USA),7.8
1139,PG-13,1h 48min,Comedy; Romance; ,6 October 2000 (USA),7.0
1140,R,2h 5min,Romance; ,13 February 2015 (USA),4.1
1141,PG-13,1h 58min,Comedy; Romance; ,11 February 2005 (USA),6.6
1142,PG-13,1h 37min,Comedy; Romance; ,31 March 1999 (USA),7.3
1143,PG-13,1h 48min,Comedy; Romance; ,19 June 2009 (USA),6.7
1144,R,1h 59min,Comedy; Romance; ,15 July 1998 (USA),7.1
1145,Passed,3h 58min,Romance; ,17 January 1940 (USA),8.1
1146,R,1h 59min,Comedy; Romance; ,23 March 1990 (USA),7.0
1147,PG-13,1h 52min,Comedy; Romance; ,5 October 2012 (USA),7.2
1148,PG-13,2h 19min,Comedy; Romance; ,25 December 1997 (USA),7.7
1149,PG-13,2h 4min,Comedy; Romance; ,28 May 1999 (USA),7.1
1150,PG-13,2h 7min,Romance; ,1 June 2001 (USA),7.6
1151,R,2h 5min,Comedy; Romance; ,13 May 2011 (USA),6.8
1152,R,1h 41min,Romance; ,27 January 1995 (USA),8.1
1153,R,1h 51min,Comedy; Romance; ,18 April 2008 (USA),7.1
1154,PG,1h 46min,Comedy; Romance; ,21 December 1967 (USA),8.0
1155,PG-13,1h 55min,Comedy; Romance; ,22 December 2004 (USA),6.3
1156,PG,1h 33min,Comedy; Romance; ,20 April 1977 (USA),8.0
1157,PG,2h 9min,Romance; ,23 November 2005 (USA),7.8
1158,R,2h 16min,Romance; ,14 December 2001 (USA),6.9
1159,R,2h 3min,Romance; ,11 January 2008 (USA),7.8
1160,PG-13,1h 46min,Romance; ,4 March 2011 (USA),7.0
1161,PG-13,1h 36min,Comedy; Romance; ,15 August 2008 (USA),7.1
1162,Not Rated,2h 1min,Comedy; Romance; ,19 March 1959 (USA),8.2
1163,R,2h 19min,Comedy; Romance; ,13 December 1996 (USA),7.3
1164,PG-13,2h 16min,Comedy; Romance; ,8 December 2006 (USA),6.9
1165,PG,1h 50min,Romance; ,16 June 1978 (USA),7.2
1166,R,2h 4min,Romance; ,30 January 2009 (USA),7.6
1167,R,1h 20min,Romance; ,30 July 2004 (USA),8.0
1168,PG-13,1h 40min,Comedy; Romance; ,20 January 2012 (USA),7.9
1169,R,1h 30min,Comedy; Romance; ,27 September 2013 (USA),6.5
1170,PG-13,1h 37min,Romance; ,22 November 2006 (USA),7.2
1171,R,2h 17min,Comedy; Romance; ,6 December 2019 (USA),8.0
1172,R,1h 37min,Comedy; Romance; ,13 April 2001 (USA),6.7
1173,R,1h 59min,Romance; ,11 February 2000 (USA),6.7
1174,PG-13,1h 38min,Comedy; Romance; ,1 February 2013 (USA),6.9
1175,PG-13,1h 57min,Comedy; Romance; ,11 February 2011 (USA),6.4
1176,G,1h 43min,Comedy; Romance; ,11 April 1952 (USA),8.3
1177,R,2h 21min,Romance; ,26 September 2013 (USA),7.8
1178,PG-13,2h 58min,Romance; ,13 November 1998 (USA),7.2
1179,PG-13,1h 48min,Comedy; Romance; ,18 July 2008 (USA),6.4
1180,R,1h 48min,Comedy; Romance; ,21 January 2011 (USA),6.2
1181,R,1h 59min,Comedy; Romance; ,16 October 2015 (Ireland),7.2
1182,PG-13,2h,Romance; ,1 November 1996 (USA),6.7
1183,R,1h 42min,Comedy; Romance; ,20 August 2004 (USA),7.4
1184,PG-13,1h 56min,Comedy; Romance; ,7 February 2003 (USA),6.4
1185,R,2h 4min,Romance; ,20 January 2006 (USA),7.6
1186,R,1h 59min,Romance; ,10 September 1993 (USA),7.9
1187,R,1h 36min,Comedy; Romance; ,24 July 2009 (USA),6.4
1188,R,1h 44min,Romance; ,3 December 2004 (USA),7.2
1189,R,1h 49min,Comedy; Romance; ,9 April 2004 (USA),6.7
1190,PG-13,1h 46min,Romance; ,3 June 2016 (USA),7.4
1191,PG-13,2h 6min,Comedy; Romance; ,21 December 2007 (USA),7.0
1192,R,2h 12min,Romance; ,19 January 2018 (USA),7.9
1193,PG,1h 41min,Romance; ,25 January 2002 (USA),7.4
1194,PG-13,1h 40min,Romance; ,21 August 1987 (USA),7.0
1195,R,1h 45min,Comedy; Romance; ,20 March 2009 (USA),7.0
1196,PG-13,2h 7min,Romance; ,13 July 1990 (USA),7.0
1197,R,1h 59min,Romance; ,23 January 2009 (USA),7.3
1198,R,1h 35min,Comedy; Romance; ,21 July 1989 (USA),7.6
1199,R,1h 32min,Comedy; Romance; ,24 June 2011 (USA),5.6
1200,PG-13,2h 28min,Action; Adventure; Sci-Fi; ,16 July 2010 (USA),8.8
1201,R,2h 16min,Action; Sci-Fi; ,31 March 1999 (USA),8.7
1202,PG-13,2h 49min,Adventure; Drama; Sci-Fi; ,7 November 2014 (USA),8.6
1203,PG-13,2h 23min,Action; Adventure; Sci-Fi; ,4 May 2012 (USA),8.0
1204,PG-13,2h 10min,Drama; Mystery; Sci-Fi; ,20 October 2006 (USA),8.5
1205,PG,1h 56min,Adventure; Comedy; Sci-Fi; ,3 July 1985 (USA),8.5
1206,R,2h 12min,Action; Drama; Sci-Fi; ,17 March 2006 (USA),8.2
1207,R,2h 17min,Action; Sci-Fi; ,3 July 1991 (USA),8.5
1208,PG-13,2h 6min,Action; Adventure; Sci-Fi; ,2 May 2008 (USA),7.9
1209,PG,1h 43min,Comedy; Drama; Sci-Fi; ,5 June 1998 (USA),8.1
1210,R,1h 48min,Drama; Romance; Sci-Fi; ,19 March 2004 (USA),8.3
1211,R,2h,Action; Adventure; Sci-Fi; ,15 May 2015 (USA),8.1
1212,PG-13,2h 18min,Action; Adventure; Sci-Fi; ,18 December 2015 (USA),7.9
1213,PG-13,2h 7min,Action; Adventure; Sci-Fi; ,11 June 1993 (USA),8.1
1214,PG-13,2h 22min,Action; Adventure; Sci-Fi; ,23 March 2012 (USA),7.2
1215,PG-13,2h 29min,Action; Adventure; Sci-Fi; ,27 April 2018 (USA),8.4
1216,R,1h 47min,Action; Sci-Fi; ,26 October 1984 (USA),8.0
1217,R,1h 57min,Horror; Sci-Fi; ,22 June 1979 (USA),8.4
1218,PG-13,1h 31min,Drama; Sci-Fi; Thriller; ,4 October 2013 (USA),7.7
1219,PG-13,2h 10min,Action; Adventure; Sci-Fi; ,3 May 2013 (USA),7.2
1220,R,2h 16min,Crime; Drama; Sci-Fi; ,2 February 1972 (USA),8.3
1221,PG-13,2h 24min,Adventure; Drama; Sci-Fi; ,2 October 2015 (USA),8.0
1222,R,1h 53min,Drama; Mystery; Sci-Fi; ,30 January 2002 (France),8.0
1223,PG-13,2h 4min,Action; Adventure; Sci-Fi; ,22 July 2011 (USA),6.9
1224,PG-13,2h 21min,Action; Adventure; Sci-Fi; ,1 May 2015 (USA),7.3
1225,PG-13,2h 16min,Action; Adventure; Sci-Fi; ,4 April 2014 (USA),7.7
1226,PG-13,2h 4min,Action; Adventure; Sci-Fi; ,7 May 2010 (USA),7.0
1227,PG-13,2h 23min,Action; Adventure; Sci-Fi; ,14 June 2013 (USA),7.0
1228,R,1h 57min,Action; Sci-Fi; Thriller; ,25 June 1982 (USA),8.1
1229,PG-13,2h 1min,Action; Adventure; Sci-Fi; ,3 May 2002 (USA),7.3
1230,PG-13,2h 12min,Action; Adventure; Sci-Fi; ,23 May 2014 (USA),8.0
1231,PG-13,2h 27min,Action; Adventure; Sci-Fi; ,6 May 2016 (USA),7.8
1232,R,2h 17min,Action; Adventure; Sci-Fi; ,18 July 1986 (USA),8.3
1233,PG-13,2h 11min,Action; Adventure; Sci-Fi; ,3 June 2011 (USA),7.7
1234,R,1h 52min,Action; Sci-Fi; Thriller; ,14 August 2009 (USA),7.9
1235,R,2h 17min,Action; Drama; Sci-Fi; ,3 March 2017 (USA),8.1
1236,PG-13,2h 31min,Action; Adventure; Sci-Fi; ,25 March 2016 (USA),6.4
1237,PG-13,2h 14min,Action; Adventure; Sci-Fi; ,16 February 2018 (USA),7.3
1238,PG-13,2h 24min,Action; Adventure; Sci-Fi; ,3 July 2007 (USA),7.0
1239,G,2h 29min,Adventure; Sci-Fi; ,12 May 1968 (UK),8.3
1240,PG-13,1h 53min,Action; Adventure; Sci-Fi; ,6 June 2014 (USA),7.9
1241,PG-13,2h 7min,Action; Adventure; Sci-Fi; ,8 May 2009 (USA),7.9
1242,PG-13,1h 56min,Drama; Mystery; Sci-Fi; ,11 November 2016 (USA),7.9
1243,PG-13,2h 4min,Action; Adventure; Sci-Fi; ,12 June 2015 (USA),7.0
1244,R,2h 9min,Mystery; Sci-Fi; Thriller; ,5 January 1996 (USA),8.0
1245,PG-13,1h 44min,Action; Adventure; Sci-Fi; ,14 July 2000 (USA),7.4
1246,R,2h 4min,Adventure; Mystery; Sci-Fi; ,8 June 2012 (USA),7.0
1247,PG-13,2h 16min,Action; Adventure; Sci-Fi; ,3 July 2012 (USA),6.9
1248,PG-13,2h 13min,Action; Adventure; Sci-Fi; ,16 December 2016 (USA),7.8
1249,PG-13,2h 7min,Action; Adventure; Sci-Fi; ,30 June 2004 (USA),7.3
1250,R,1h 53min,Action; Drama; Sci-Fi; ,28 September 2012 (USA),7.4
1251,R,2h 6min,Drama; Romance; Sci-Fi; ,10 January 2014 (USA),8.0
1252,PG-13,2h 25min,Action; Adventure; Sci-Fi; ,3 July 1996 (USA),7.0
1253,PG-13,1h 45min,Sci-Fi; Thriller; ,18 March 2011 (USA),7.4
1254,R,2h 18min,Action; Sci-Fi; ,15 May 2003 (USA),7.2
1255,PG-13,2h 14min,Action; Sci-Fi; Thriller; ,2 May 2003 (USA),7.4
1256,PG-13,2h 13min,Action; Adventure; Sci-Fi; ,7 July 2017 (USA),7.4
1257,PG-13,1h 45min,Action; Drama; Sci-Fi; ,5 August 2011 (USA),7.6
1258,PG-13,1h 55min,Action; Drama; Sci-Fi; ,16 July 2004 (USA),7.1
1259,PG-13,2h 19min,Action; Adventure; Sci-Fi; ,4 May 2007 (USA),6.2
1260,PG-13,2h 4min,Action; Adventure; Sci-Fi; ,19 April 2013 (USA),7.0
1261,PG-13,1h 44min,Action; Adventure; Sci-Fi; ,26 May 2006 (USA),6.7
1262,PG,1h 48min,Adventure; Comedy; Sci-Fi; ,22 November 1989 (USA),7.8
1263,R,1h 48min,Drama; Mystery; Sci-Fi; ,24 April 2015 (USA),7.7
1264,PG-13,2h 11min,Action; Adventure; Sci-Fi; ,12 July 2013 (USA),6.9
1265,PG-13,1h 47min,Action; Adventure; Sci-Fi; ,1 May 2009 (USA),6.6
1266,PG-13,2h 12min,Action; Adventure; Sci-Fi; ,16 May 2013 (USA),7.7
1267,R,1h 49min,Drama; Sci-Fi; Thriller; ,5 January 2007 (USA),7.9
1268,R,1h 53min,Drama; Sci-Fi; Thriller; ,23 January 2004 (USA),7.6
1269,R,2h 9min,Action; Sci-Fi; ,5 November 2003 (USA),6.8
1270,R,1h 29min,Action; Sci-Fi; Thriller; ,25 July 2014 (USA),6.4
1271,PG-13,1h 52min,Action; Adventure; Sci-Fi; ,13 June 2008 (USA),6.7
1272,PG-13,2h 6min,Action; Adventure; Sci-Fi; ,9 May 1997 (USA),7.7
1273,PG-13,2h 6min,Action; Adventure; Sci-Fi; ,26 July 2013 (USA),6.7
1274,PG-13,2h 3min,Action; Adventure; Sci-Fi; ,8 March 2019 (USA),6.9
1275,R,1h 49min,Action; Drama; Sci-Fi; ,9 August 2013 (USA),6.6
1276,PG-13,2h 22min,Action; Adventure; Sci-Fi; ,2 May 2014 (USA),6.6
1277,PG-13,1h 56min,Adventure; Sci-Fi; Thriller; ,29 June 2005 (USA),6.5
1278,PG-13,1h 53min,Action; Mystery; Sci-Fi; ,19 September 2014 (USA),6.8
1279,PG-13,2h 4min,Action; Adventure; Sci-Fi; ,28 May 2004 (USA),6.4
1280,PG-13,2h 3min,Action; Adventure; Sci-Fi; ,21 November 2014 (USA),6.6
1281,PG,1h 58min,Adventure; Comedy; Sci-Fi; ,25 May 1990 (USA),7.4
1282,PG-13,2h 31min,Action; Adventure; Sci-Fi; ,1 July 1998 (USA),6.7
1283,PG-13,1h 30min,Drama; Horror; Sci-Fi; ,6 April 2018 (USA),7.5
1284,PG-13,2h 24min,Action; Adventure; Sci-Fi; ,27 May 2016 (USA),6.9
1285,PG-13,2h 34min,Action; Adventure; Sci-Fi; ,29 June 2011 (USA),6.2
1286,PG-13,1h 46min,Drama; Mystery; Sci-Fi; ,22 November 2000 (USA),7.3
1287,PG-13,2h 29min,Action; Adventure; Sci-Fi; ,24 June 2009 (USA),6.0
1288,R,1h 49min,Action; Sci-Fi; ,2 July 2003 (USA),6.3
1289,PG-13,2h 3min,Action; Adventure; Sci-Fi; ,16 May 2014 (USA),6.4
1290,PG-13,2h 9min,Action; Adventure; Sci-Fi; ,23 May 1997 (USA),6.6
1291,R,1h 53min,Drama; Horror; Sci-Fi; ,27 June 2003 (USA),7.6
1292,R,1h 47min,Action; Adventure; Sci-Fi; ,12 June 1987 (USA),7.8
1293,PG-13,1h 49min,Action; Sci-Fi; Thriller; ,28 October 2011 (USA),6.7
1294,PG,1h 55min,Sci-Fi; ,11 June 1982 (USA),7.8
1295,R,1h 49min,Horror; Mystery; Sci-Fi; ,25 June 1982 (USA),8.1
1296,PG-13,2h 20min,Action; Adventure; Sci-Fi; ,29 March 2018 (USA),7.5
1297,PG-13,2h 38min,Action; Adventure; Sci-Fi; ,13 November 2009 (USA),5.8
1298,R,2h 18min,Action; Crime; Sci-Fi; ,27 June 1997 (USA),7.3
1299,PG-13,1h 55min,Action; Adventure; Sci-Fi; ,21 May 2009 (USA),6.5
1300,R,1h 58min,Crime; Drama; Thriller; ,14 February 1991 (USA),8.6
1301,R,2h 31min,Crime; Drama; Thriller; ,6 October 2006 (USA),8.5
1302,R,1h 53min,Mystery; Thriller; ,25 May 2001 (USA),8.4
1303,R,2h 18min,Mystery; Thriller; ,19 February 2010 (USA),8.1
1304,R,1h 51min,Action; Crime; Thriller; ,10 October 2003 (USA),8.1
1305,R,1h 46min,Crime; Mystery; Thriller; ,16 August 1995 (USA),8.5
1306,R,1h 39min,Crime; Drama; Thriller; ,2 September 1992 (France),8.3
1307,PG-13,1h 47min,Drama; Mystery; Thriller; ,6 August 1999 (USA),8.1
1308,R,2h 29min,Drama; Mystery; Thriller; ,3 October 2014 (USA),8.1
1309,R,2h 2min,Crime; Drama; Thriller; ,21 November 2007 (USA),8.1
1310,R,2h 2min,Crime; Drama; Thriller; ,4 October 2019 (USA),8.5
1311,R,2h 12min,Action; Thriller; ,20 July 1988 (USA),8.2
1312,PG-13,1h 31min,Drama; Sci-Fi; Thriller; ,4 October 2013 (USA),7.7
1313,R,2h 4min,Crime; Thriller; ,1 April 2005 (USA),8.0
1314,R,1h 48min,Drama; Thriller; ,17 December 2010 (USA),8.0
1315,R,1h 57min,Action; Sci-Fi; Thriller; ,25 June 1982 (USA),8.1
1316,R,2h 17min,Action; Crime; Thriller; ,16 April 2004 (USA),8.0
1317,PG-13,1h 54min,Biography; Drama; Thriller; ,25 December 2014 (USA),8.0
1318,R,1h 52min,Action; Sci-Fi; Thriller; ,14 August 2009 (USA),7.9
1319,PG-13,2h 23min,Action; Adventure; Thriller; ,9 November 2012 (USA),7.7
1320,R,1h 38min,Crime; Drama; Thriller; ,5 April 1996 (USA),8.1
1321,PG-13,1h 55min,Action; Mystery; Thriller; ,3 August 2007 (USA),8.0
1322,PG-13,1h 55min,Crime; Mystery; Thriller; ,31 May 2013 (USA),7.3
1323,R,1h 49min,Horror; Mystery; Thriller; ,8 September 1960 (USA),8.5
1324,PG-13,2h 24min,Action; Adventure; Thriller; ,17 November 2006 (USA),8.0
1325,R,2h 9min,Mystery; Sci-Fi; Thriller; ,5 January 1996 (USA),8.0
1326,R,2h,Biography; Drama; Thriller; ,12 October 2012 (USA),7.7
1327,R,2h 50min,Crime; Drama; Thriller; ,15 December 1995 (USA),8.2
1328,PG-13,1h 30min,Action; Thriller; ,30 January 2009 (USA),7.8
1329,PG,2h 4min,Adventure; Thriller; ,20 June 1975 (USA),8.0
1330,PG-13,1h 45min,Sci-Fi; Thriller; ,18 March 2011 (USA),7.4
1331,R,1h 41min,Action; Crime; Thriller; ,24 October 2014 (USA),7.4
1332,PG-13,2h 14min,Action; Sci-Fi; Thriller; ,2 May 2003 (USA),7.4
1333,PG-13,1h 56min,Crime; Thriller; ,7 December 2001 (USA),7.7
1334,PG-13,1h 59min,Action; Mystery; Thriller; ,14 June 2002 (USA),7.9
1335,R,2h 23min,Adventure; Drama; Thriller; ,8 December 2006 (USA),8.0
1336,R,1h 44min,Horror; Mystery; Thriller; ,24 February 2017 (USA),7.7
1337,R,1h 49min,Drama; Sci-Fi; Thriller; ,5 January 2007 (USA),7.9
1338,PG-13,2h 12min,Action; Adventure; Thriller; ,21 December 2011 (USA),7.4
1339,R,1h 57min,Crime; Drama; Thriller; ,31 October 2014 (USA),7.9
1340,R,2h 12min,Comedy; Drama; Thriller; ,8 November 2019 (USA),8.6
1341,R,1h 53min,Drama; Sci-Fi; Thriller; ,23 January 2004 (USA),7.6
1342,R,1h 29min,Action; Sci-Fi; Thriller; ,25 July 2014 (USA),6.4
1343,PG,1h 52min,Mystery; Thriller; ,September 1954 (USA),8.4
1344,R,1h 52min,Horror; Mystery; Thriller; ,19 July 2013 (USA),7.5
1345,PG-13,1h 48min,Action; Mystery; Thriller; ,23 July 2004 (USA),7.7
1346,R,1h 52min,Crime; Drama; Thriller; ,6 May 2005 (USA),7.7
1347,R,2h 11min,Drama; Thriller; War; ,31 July 2009 (USA),7.6
1348,PG-13,1h 56min,Adventure; Sci-Fi; Thriller; ,29 June 2005 (USA),6.5
1349,PG-13,1h 57min,Horror; Thriller; ,20 January 2017 (USA),7.3
1350,PG-13,1h 46min,Action; Adventure; Thriller; ,14 November 2008 (USA),6.6
1351,PG-13,2h 29min,Mystery; Thriller; ,19 May 2006 (USA),6.6
1352,PG-13,2h 8min,Action; Thriller; ,27 June 2007 (USA),7.1
1353,R,2h 2min,Crime; Drama; Thriller; ,5 October 2001 (USA),7.7
1354,PG-13,1h 50min,Action; Adventure; Thriller; ,22 May 1996 (USA),7.1
1355,PG-13,2h 28min,Action; Adventure; Thriller; ,6 November 2015 (USA),6.8
1356,PG-13,1h 49min,Action; Sci-Fi; Thriller; ,28 October 2011 (USA),6.7
1357,PG-13,2h 10min,Action; Adventure; Thriller; ,24 May 2013 (USA),7.1
1358,R,2h 8min,Action; Adventure; Thriller; ,19 May 1995 (USA),7.6
1359,R,1h 58min,Drama; Thriller; ,22 January 2016 (USA),8.1
1360,PG-13,2h 17min,Action; Adventure; Thriller; ,3 April 2015 (USA),7.1
1361,R,2h,Crime; Drama; Thriller; ,6 August 2004 (USA),7.5
1362,PG-13,2h 5min,Crime; Thriller; ,10 December 2004 (USA),6.5
1363,R,1h 41min,Drama; Thriller; ,3 December 2004 (USA),7.7
1364,PG,2h 8min,Mystery; Romance; Thriller; ,22 May 1958 (UK),8.3
1365,R,2h 2min,Action; Crime; Thriller; ,10 February 2017 (USA),7.5
1366,R,2h 17min,Drama; Mystery; Thriller; ,30 March 2007 (USA),8.4
1367,R,2h 5min,Crime; Drama; Thriller; ,17 September 2010 (USA),7.5
1368,PG-13,1h 46min,Action; Crime; Thriller; ,22 June 2001 (USA),6.8
1369,PG-13,1h 51min,Action; Crime; Thriller; ,30 May 2003 (USA),7.0
1370,R,2h 9min,Drama; Mystery; Thriller; ,12 September 1997 (USA),7.8
1371,PG-13,1h 52min,Mystery; Sci-Fi; Thriller; ,10 June 2011 (USA),7.0
1372,PG-13,2h 11min,Action; Adventure; Thriller; ,31 July 2015 (USA),7.4
1373,PG-13,1h 44min,Horror; Mystery; Thriller; ,10 August 2001 (USA),7.6
1374,R,2h 4min,Action; Thriller; ,3 July 1990 (USA),7.2
1375,R,2h 12min,Action; Crime; Thriller; ,26 September 2014 (USA),7.2
1376,PG-13,2h 6min,Action; Adventure; Thriller; ,5 May 2006 (USA),6.9
1377,R,1h 56min,Action; Adventure; Thriller; ,10 June 1994 (USA),7.2
1378,R,1h 43min,Action; Adventure; Thriller; ,13 August 2010 (USA),6.5
1379,R,2h 24min,Drama; Mystery; Thriller; ,17 October 1997 (USA),7.5
1380,R,2h 18min,Drama; Thriller; ,2 November 2012 (USA),7.3
1381,PG-13,2h 2min,Action; Crime; Thriller; ,8 June 2007 (USA),6.9
1382,R,2h 27min,Drama; Mystery; Thriller; ,19 October 2001 (USA),8.0
1383,R,2h 34min,Crime; Drama; Thriller; ,25 December 1997 (USA),7.5
1384,PG-13,2h 3min,Action; Adventure; Thriller; ,24 May 2000 (USA),6.1
1385,R,2h 16min,Action; Adventure; Thriller; ,7 June 1996 (USA),7.4
1386,R,2h 4min,Action; Drama; Thriller; ,23 March 2007 (USA),7.2
1387,PG-13,2h 10min,Action; Thriller; ,21 December 2012 (USA),7.0
1388,PG-13,2h 16min,Action; Sci-Fi; Thriller; ,22 July 2005 (USA),6.8
1389,R,1h 53min,Action; Sci-Fi; Thriller; ,1 June 1990 (USA),7.5
1390,R,2h 39min,Drama; Mystery; Thriller; ,16 July 1999 (USA),7.4
1391,R,2h 5min,Drama; Romance; Thriller; ,13 February 2015 (USA),4.1
1392,PG-13,1h 40min,Action; Mystery; Thriller; ,23 July 2010 (USA),6.4
1393,Approved,2h 16min,Adventure; Mystery; Thriller; ,26 September 1959 (Japan),8.3
1394,R,1h 43min,Action; Adventure; Thriller; ,17 August 2012 (USA),6.6
1395,PG-13,1h 32min,Action; Thriller; ,5 October 2012 (USA),6.3
1396,R,2h 10min,Drama; Mystery; Thriller; ,20 June 1974 (USA),8.2
