,movie_rated,run_length,release_date,rating,genre_action,genre_adventure,genre_sci-fi,genre_drama,genre_fantasy,genre_war,genre_comedy,genre_animation,genre_crime,genre_thriller,genre_mystery,genre_horror,genre_biography,genre_history,genre_music,genre_sport,genre_romance,genre_western
216,R,1h 57min,22 November 2013 (USA),8.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
217,R,2h 13min,16 January 2015 (USA),7.3,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
218,R,2h 3min,27 September 2013 (USA),8.1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
219,R,2h 19min,4 November 2016 (USA),8.1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
220,PG-13,2h 14min,11 October 2013 (USA),7.8,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
221,R,2h 9min,20 November 2015 (USA),8.1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
222,PG-13,2h 3min,26 November 2014 (USA),7.7,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
223,R,2h 37min,2 November 2007 (USA),7.8,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
224,R,2h 40min,19 September 1984 (USA),8.3,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
225,PG-13,2h 13min,23 September 2011 (USA),7.6,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
226,R,2h 10min,23 December 2015 (USA),7.8,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
227,R,1h 34min,28 January 2011 (USA),7.6,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
228,PG-13,2h 10min,16 November 2018 (USA),8.2,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
229,R,1h 56min,17 December 2010 (USA),7.8,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
230,PG-13,2h 1min,4 February 2005 (USA),8.1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
231,PG-13,2h 50min,25 December 2004 (USA),7.5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
232,R,2h 36min,8 April 2005 (USA),8.2,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
233,R,2h 9min,19 December 1980 (USA),8.2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
234,R,3h 29min,27 November 2019 (USA),7.9,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
235,PG-13,2h 9min,20 November 2009 (USA),7.6,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
236,R,2h 20min,1 July 2009 (USA),7.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
237,R,2h 7min,28 February 1997 (USA),7.7,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
238,R,2h 1min,10 January 2014 (USA),7.5,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
239,Approved,3h 48min,11 December 1962 (UK),8.3,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
240,PG-13,2h 30min,16 November 2012 (USA),7.3,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
241,R,2h 4min,6 April 2001 (USA),7.6,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
242,R,2h 21min,31 October 2008 (USA),7.7,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
243,PG-13,2h 32min,15 November 2019 (USA),8.1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
244,R,2h 5min,25 December 1975 (USA),8.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
245,PG-13,2h 16min,18 November 2005 (USA),7.8,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
246,PG-13,1h 36min,9 September 2016 (USA),7.4,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
247,PG,1h 45min,20 December 2017 (USA),7.6,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
248,PG,3h 11min,25 February 1983 (USA),8.0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
249,PG,2h 4min,10 October 1980 (USA),8.1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
250,R,1h 46min,12 December 2008 (China),8.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
251,PG-13,1h 58min,6 January 2017 (USA),8.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
252,R,2h 15min,10 August 2018 (USA),7.5,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
253,PG,1h 50min,24 September 1969 (USA),8.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
254,G,2h 52min,1 April 1965 (USA),8.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
255,PG,1h 46min,17 December 2004 (USA),7.7,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
256,PG,1h 53min,29 September 2000 (USA),7.8,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
257,PG-13,2h 1min,25 September 2015 (USA),7.1,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
258,PG,2h 7min,6 January 2017 (USA),7.8,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
259,R,2h 27min,14 August 2015 (USA),7.9,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
260,PG-13,2h 24min,3 June 2005 (USA),8.0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
261,R,2h 5min,4 November 2005 (USA),7.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
262,R,2h 3min,19 January 2007 (USA),7.7,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
263,R,1h 59min,19 January 2018 (USA),7.5,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
264,R,1h 54min,19 August 2016 (USA),7.1,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
265,R,2h 11min,17 March 2000 (USA),7.3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
266,R,2h 40min,19 October 2007 (USA),7.5,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
267,R,2h 3min,18 September 2015 (USA),6.9,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
268,PG-13,2h 5min,22 December 2017 (USA),7.4,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
269,R,2h 7min,7 October 1994 (USA),7.8,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
270,R,2h 8min,30 January 2009 (USA),7.5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
271,R,1h 59min,21 December 2018 (USA),7.5,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
272,R,2h 55min,24 November 2004 (USA),5.6,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
273,R,2h 7min,14 January 2000 (USA),7.3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
274,R,1h 59min,22 January 2016 (USA),7.1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
275,R,2h 37min,5 November 1999 (USA),7.8,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
276,PG-13,2h 21min,12 October 2018 (USA),7.3,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
277,R,2h 12min,20 November 2015 (USA),6.9,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
278,R,1h 55min,29 September 2017 (USA),7.2,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
279,R,2h 13min,25 February 1994 (USA),8.1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
280,R,2h 2min,23 October 2015 (USA),7.2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
281,PG-13,2h 5min,20 December 2013 (USA),7.5,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
282,PG-13,2h 14min,11 December 2009 (USA),7.3,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
283,Not Rated,2h 41min,21 December 2016 (USA),8.4,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
284,PG-13,2h 17min,25 December 2014 (USA),7.2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
285,PG-13,2h 32min,29 October 2004 (USA),7.7,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
286,R,1h 49min,30 January 2004 (USA),7.3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
287,R,2h 14min,16 January 2015 (USA),7.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
288,R,1h 44min,8 December 2017 (USA),7.4,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
289,R,2h 20min,5 January 2018 (USA),7.4,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
290,R,2h 14min,16 September 2016 (USA),7.3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
291,PG-13,2h 4min,25 December 2015 (USA),6.6,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
292,PG-13,2h 16min,10 October 1997 (USA),7.1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
293,R,2h 1min,15 January 1988 (USA),7.3,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
294,R,1h 54min,3 February 2006 (USA),7.3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
295,PG-13,2h 16min,14 January 2005 (USA),7.3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
296,R,2h 10min,25 December 1993 (USA),7.8,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
297,R,1h 58min,22 December 1999 (USA),7.4,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
298,PG-13,3h 17min,17 November 1960 (Brazil),7.9,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
299,R,2h 1min,31 May 2019 (USA),7.3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
300,PG-13,2h 1min,1 August 2014 (USA),8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
301,PG,1h 56min,3 July 1985 (USA),8.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
302,G,1h 40min,30 May 2003 (USA),8.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
303,PG,1h 36min,29 May 2009 (USA),8.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
304,PG,1h 43min,5 June 1998 (USA),8.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
305,R,1h 48min,12 February 2016 (USA),8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
